"","Species","GBIF_ID","mean_body_mass"
"1713","Histiotus laephotis",4265951,9.95
"1714","Histiotus macrotus",2432300,9.95
"1715","Histiotus magellanicus",4265953,14.02
"1716","Histiotus montanus",2432299,15.94
"1717","Histiotus velatus",2432301,11.23
"1718","Histriophoca fasciata",2434810,61125
"1719","Hodomys alleni",2437929,367.795
"1720","Holochilus brasiliensis",5219709,155
"1721","Holochilus chacarius",5219711,155
"1722","Holochilus sciureus",5219708,120.42
"1723","Homo sapiens",2436436,61651.25
"1724","Hoolock hoolock",5786121,6875
"1725","Hoplomys gymnurus",2439757,487.666666666667
"1726","Hyaena brunnea",5218780,42075.9766666667
"1727","Hyaena hyaena",5218777,37342.6275
"1728","Hybomys badius",4264897,53.13
"1729","Hybomys basilii",2439073,53.13
"1730","Hybomys lunaris",2439074,53.13
"1731","Hybomys planifrons",2439072,51.8
"1732","Hybomys trivirgatus",2439069,60.08
"1733","Hybomys univittatus",2439071,53.13
"1734","Hydrictis maculicollis",2434094,4000
"1735","Hydrochaeris hydrochaeris",2437610,35751.97187
"1736","Hydrochoeris hydrochaeris",4263032,51572.455
"1737","Hydrochoeris isthmius",4263031,21267.32
"1738","Hydrochoerus hydrochaeris",5786666,45461.6666666667
"1739","Hydrodamalis gigas",2435289,6700000
"1740","Hydromys chrysogaster",2438706,736.02125
"1741","Hydromys habbema",2438709,89.77
"1742","Hydromys hussoni",2438707,103.46
"1743","Hydromys neobritannicus",4264994,685.51
"1744","Hydromys shawmayeri",2438708,68.58
"1745","Hydropotes inermis",2440931,12630.02
"1746","Hydrurga leptonyx",2434790,372743.821233333
"1747","Hyemoschus aquaticus",2441230,11225
"1748","Hyladelphys kalinowskii",2439984,15.5
"1749","Hylobates agilis",5219550,5645.79
"1750","Hylobates albibarbis",5707402,5829.08
"1751","Hylobates klossii",5219546,5900
"1752","Hylobates lar",5219553,6303.10166666667
"1753","Hylobates moloch",5219552,6127.95
"1754","Hylobates muelleri",5219548,5837.405
"1755","Hylobates pileatus",5219544,5695.9025
"1756","Hylobates syndactylus",5219551,10585.92562
"1757","Hylochoerus meinertzhageni",2441228,200315.235
"1758","Hylomys parvus",2437167,57.8
"1759","Hylomys suillus",2437169,67.55
"1760","Hylomyscus aeta",2439337,22.13
"1761","Hylomyscus alleni",2439341,19.97
"1762","Hylomyscus denniae",2439338,35.99
"1763","Hylomyscus grandis",4264862,22.13
"1764","Hylomyscus parvus",2439335,14.49
"1765","Hylomyscus stella",2439340,19.465
"1766","Hylonycteris underwoodi",2433220,7.5
"1767","Hylopetes alboniger",2437530,240
"1768","Hylopetes bartelsi",2437533,88
"1769","Hylopetes lepidus",2437536,63.28
"1770","Hylopetes nigripes",2437532,236.625
"1771","Hylopetes phayrei",2437528,226.99
"1772","Hylopetes platyurus",4264077,60.13
"1773","Hylopetes sipora",2437535,103.05
"1774","Hylopetes spadiceus",2437531,103.05
"1775","Hyomys dammermani",2438542,932.5
"1776","Hyomys goliath",2438543,874.37
"1777","Hyperacrius fertilis",2438381,22.25
"1778","Hyperacrius wynnei",2438380,52.6
"1779","Hyperoodon ampullatus",5220013,5450000
"1780","Hyperoodon planifrons",5220011,5440000
"1781","Hypogeomys antimena",2438545,1250
"1782","Hypsignathus monstrosus",2432958,336.97
"1783","Hypsiprymnodon moschatus",2440014,522.61270455
"1784","Hypsugo anthonyi",4266294,8.41
"1785","Hypsugo arabicus",4266281,3.17
"1786","Hypsugo ariel",4266289,4.07
"1787","Hypsugo bodenheimeri",4266295,2.73
"1788","Hypsugo cadornae",4266282,6.69
"1789","Hypsugo crassulus",4266290,6.09
"1790","Hypsugo eisentrauti",4266296,6.11
"1791","Hypsugo imbricatus",4266283,6.29
"1792","Hypsugo joffrei",4266291,9.05
"1793","Hypsugo kitcheneri",4266297,7.2
"1794","Hypsugo lophurus",4266284,6.64
"1795","Hypsugo macrotis",4266292,5.14
"1796","Hypsugo musciculus",4266276,1.99
"1797","Hypsugo pulveratus",4266285,5.53
"1798","Hypsugo savii",7261861,6.3
"1799","Hystrix africaeaustralis",5219885,18409.005
"1800","Hystrix brachyura",5219890,8000
"1801","Hystrix crassispinis",5219883,4584.6
"1802","Hystrix cristata",5219888,19583.3325
"1803","Hystrix indica",5219884,18662.5
"1804","Hystrix javanica",5219887,8000
"1805","Hystrix pumila",5219889,3142.13
"1806","Hystrix sumatrae",5219886,4200
"1807","Ia io",2432577,49.3
"1808","Ichneumia albicauda",2434150,3500
"1809","Ichthyomys hydrobates",2437716,66.39
"1810","Ichthyomys pittieri",2437714,69.1
"1811","Ichthyomys stolzmanni",2437715,84.7
"1812","Ichthyomys tweedii",2437713,128.75
"1813","Ictidomys tridecemlineatus",7994322,178.183333333333
"1814","Ictonyx libyca",2433860,362.59
"1815","Ictonyx striatus",2433840,877.006666666667
"1816","Idionycteris phyllotis",2432525,12.565
"1817","Idiurus macrotis",2439363,27.23
"1818","Idiurus zenkeri",2439362,57.875
"1819","Indopacetus pacificus",2440391,2150000
"1820","Indri indri",2436432,8241.74
"1821","Inia geoffrensis",2440314,91250
"1822","Iomys horsfieldii",2437357,155.75
"1823","Iomys sipora",2437356,155.75
"1824","Irenomys tarsalis",2439210,43.15
"1825","Isoodon auratus",2435307,460.166666666667
"1826","Isoodon macrourus",2435304,1502.042722
"1827","Isoodon obesulus",2435311,710.60874625
"1828","Isothrix bistriata",2439754,444.99
"1829","Isothrix negrensis",4262992,444.99
"1830","Isothrix pagurus",2439755,210
"1831","Isothrix sinnamariensis",4262993,291.73
"1832","Isthmomys pirrensis",2438967,126.536666666667
"1833","Jaculus jaculus",5219895,60.475
"1834","Jaculus orientalis",5219894,137.0575
"1835","Juliomys pictipes",4265157,22.9
"1836","Juscelinomys candango",2438366,97.29
"1837","Kannabateomys amblyonyx",2439718,529.995
"1838","Kerivoula africana",2432555,3.5
"1839","Kerivoula agnella",2432537,7.2
"1840","Kerivoula argentata",2432544,10.11
"1841","Kerivoula cuprosa",2432538,5.61
"1842","Kerivoula eriophora",2432545,3.5
"1843","Kerivoula flora",2432539,5.28
"1844","Kerivoula hardwickii",2432546,4.55
"1845","Kerivoula intermedia",2432557,3.68
"1846","Kerivoula lanosa",2432558,6.66
"1847","Kerivoula lenis",4265890,10.21
"1848","Kerivoula minuta",2432540,2.03
"1849","Kerivoula muscina",2432550,5.29
"1850","Kerivoula myrella",2432559,7.2
"1851","Kerivoula papillosa",2432541,10.21
"1852","Kerivoula pellucida",2432542,4.14
"1853","Kerivoula phalaena",2432552,3.03
"1854","Kerivoula picta",2432543,4.5
"1855","Kerivoula smithii",2432553,5.86
"1856","Kerivoula whiteheadi",2432535,3.29
"1857","Kerodon rupestris",2437616,894.125
"1858","Kobus ellipsiprymnus",5220160,152788.0876
"1859","Kobus kob",5220161,103005.868333333
"1860","Kobus leche",5220162,97311.26
"1861","Kobus megaceros",5220159,88884.3216666667
"1862","Kobus vardonii",5220163,75748.965
"1863","Kogia breviceps",2440694,424600
"1864","Kogia sima",2440691,186649.995
"1865","Komodomys rintjanus",2438460,142.14
"1866","Kunsia fronto",2438946,167.99
"1867","Kunsia tomentosus",2438945,115.6
"1868","Laephotis angolensis",2432307,6.11
"1869","Laephotis botswanae",2432306,7.28
"1870","Laephotis namibensis",2432304,8.72
"1871","Laephotis wintoni",2432305,6.1
"1872","Lagenodelphis hosei",2440493,164000
"1873","Lagenorhynchus acutus",5220073,199061.405555556
"1874","Lagenorhynchus albirostris",5220081,183317.43
"1875","Lagenorhynchus australis",5220072,180000
"1876","Lagenorhynchus cruciger",5220066,72400
"1877","Lagenorhynchus obliquidens",5220069,103000
"1878","Lagenorhynchus obscurus",5220077,80000
"1879","Lagidium peruanum",2439835,1248.5
"1880","Lagidium viscacia",2439834,1711.99666666667
"1881","Lagidium wolffsohni",2439836,1539.995
"1882","Lagorchestes asomatus",2440158,1500
"1883","Lagorchestes conspicillatus",2440156,2806.34624375
"1884","Lagorchestes hirsutus",2440155,1326.218862
"1885","Lagorchestes leporides",2440157,3000
"1886","Lagostomus maximus",5219945,6294
"1887","Lagostrophus fasciatus",2440134,1811.19798666667
"1888","Lagothrix cana",9205754,6263.69
"1889","Lagothrix lagothricha",5786085,7650
"1890","Lagothrix lagotricha",5786085,6597.3777255
"1891","Lagothrix lugens",4267241,6263.69
"1892","Lagothrix poeppigii",4267239,6263.69
"1893","Lagurus lagurus",2439131,20.3
"1894","Lama glama",5220190,123541.666666667
"1895","Lampronycteris brachyotis",4265427,10.39
"1896","Lariscus hosei",2437526,180
"1897","Lariscus insignis",2437524,174.41
"1898","Lariscus niobe",2437523,174.41
"1899","Lariscus obscurus",2437525,207.8
"1900","Lasionycteris noctivagans",2432341,9.50333333333333
"1901","Lasiopodomys brandtii",2438403,40.075
"1902","Lasiorhinus krefftii",5219997,29816.3
"1903","Lasiorhinus latifrons",5219996,25833.0966625
"1904","Lasiurus blossevillii",5218548,12.33
"1905","Lasiurus borealis",5218543,12.0666666666667
"1906","Lasiurus castaneus",5218538,12.51
"1907","Lasiurus degelidus",5707213,12.33
"1908","Lasiurus ebenus",5707205,14
"1909","Lasiurus ega",5218540,12.2
"1910","Lasiurus egregius",5218547,17.41
"1911","Lasiurus insularis",5707198,20
"1912","Lasiurus intermedius",5218549,21.3
"1913","Lasiurus minor",5218542,12.33
"1914","Lasiurus pfeifferi",5707209,12.33
"1915","Lasiurus salinae",5707203,12.33
"1916","Lasiurus seminolus",5218539,11.4
"1917","Lasiurus varius",5707210,11.815
"1918","Lasiurus xanthinus",5218541,12.2
"1919","Latidens salimalii",2432972,49.99
"1920","Lavia frons",2433354,26
"1921","Leggadina forresti",2438288,21.94
"1922","Leggadina lakedownensis",2438287,17.5
"1923","Leimacomys buettneri",2438372,54.99
"1924","Lemmiscus curtatus",2438225,29.285
"1925","Lemmus amurensis",5219839,60
"1926","Lemmus lemmus",5219840,72.2025
"1927","Lemmus portenkoi",5706758,60
"1928","Lemmus sibiricus",5219835,60
"1929","Lemmus trimucronatus",5219836,52.4
"1930","Lemniscomys barbarus",2438207,26.1875
"1931","Lemniscomys griselda",2438200,51.685
"1932","Lemniscomys linulus",2438202,55.87
"1933","Lemniscomys macculus",2438209,26.5
"1934","Lemniscomys mittendorfi",2438205,41.85
"1935","Lemniscomys rosalia",2438201,50.515
"1936","Lemniscomys striatus",2438204,42.2416666666667
"1937","Lemniscomys zebra",4264938,26.175
"1938","Lemur catta",2436412,2388.5
"1939","Lenothrix canus",2437947,150
"1940","Lenoxus apicalis",2438111,53.6
"1941","Leontocebus fuscicollis",8493215,456.5
"1942","Leontocebus nigricollis",8628111,519.2
"1943","Leontopithecus caissara",2436479,629.255
"1944","Leontopithecus chrysomelas",2436481,558.83
"1945","Leontopithecus chrysopygus",2436480,612.25
"1946","Leontopithecus rosalia",2436482,642.370048675
"1947","Leopardus braccatus",2434927,2950
"1948","Leopardus colocolo",2434919,2950
"1949","Leopardus geoffroyi",2434942,4000
"1950","Leopardus jacobitus",2434979,8133.78
"1951","Leopardus pardalis",2434982,9921.951859
"1952","Leopardus tigrinus",2434930,2200
"1953","Leopardus wiedii",2434950,3666.675
"1954","Leopoldamys ciliatus",4264874,308.82
"1955","Leopoldamys edwardsi",2437925,308.82
"1956","Leopoldamys milleti",4264875,308.82
"1957","Leopoldamys sabanus",2437926,347.61
"1958","Lepilemur ankaranensis",4266928,713
"1959","Lepilemur dorsalis",2436496,669.03
"1960","Lepilemur edwardsi",2436494,713
"1961","Lepilemur leucopus",2436491,684.515
"1962","Lepilemur microdon",2436495,713
"1963","Lepilemur mustelinus",2436493,691.015
"1964","Lepilemur ruficaudatus",2436490,738.18
"1965","Lepilemur septentrionalis",2436492,713
"1966","Leporillus apicalis",2437781,150
"1967","Leporillus conditor",2437780,332.5
"1968","Leptailurus serval",2435172,9759.24
"1969","Leptomys elegans",2437737,83.52
"1970","Leptomys ernstmayri",2437738,63.185
"1971","Leptomys signatus",2437736,88.095
"1972","Leptonychotes weddellii",2434784,409031.0555
"1973","Leptonycteris curasoae",2433316,24.6666666666667
"1974","Leptonycteris nivalis",2433317,22.63
"1975","Leptonycteris yerbabuenae",2433312,24.26
"1976","Lepus alleni",2436708,3475.888889
"1977","Lepus americanus",2436794,1598.40015925
"1978","Lepus arcticus",2436696,3090.61903866667
"1979","Lepus brachyurus",2436711,2519.225
"1980","Lepus californicus",2436801,2645.25
"1981","Lepus callotis",2436749,2214.08
"1982","Lepus capensis",2436736,2200.166389
"1983","Lepus castroviejoi",2436788,2822.41
"1984","Lepus comus",2436772,2242.055
"1985","Lepus coreanus",2436716,2115.185
"1986","Lepus corsicanus",2436789,3673.33
"1987","Lepus europaeus",7952072,3945.27666666667
"1988","Lepus flavigularis",2436717,2679.08
"1989","Lepus granatensis",2436790,2323.94
"1990","Lepus habessinicus",2436719,2047.11
"1991","Lepus hainanus",2436774,1889.585
"1992","Lepus mandshuricus",2436720,2176.75
"1993","Lepus microtis",2436721,1763.61
"1994","Lepus nigricollis",2436825,2196.875
"1995","Lepus oiostolus",2436727,2468.55
"1996","Lepus othus",2436701,3787.1291665
"1997","Lepus peguensis",2436692,2267.5
"1998","Lepus saxatilis",2436775,2686
"1999","Lepus sinensis",2436732,1607.41
"2000","Lepus starcki",2436704,2358
"2001","Lepus tibetanus",2436833,2078.555
"2002","Lepus timidus",2436756,3107.05375
"2003","Lepus tolai",2436778,2078.555
"2004","Lepus townsendii",2436705,2533.33333333333
"2005","Lepus yarkandensis",2436787,1460.41
"2006","Lestodelphys halli",2439939,78.27
"2007","Lestoros inca",2433374,25.8
"2008","Liberiictis kuhni",2434308,1825.47
"2009","Lichonycteris obscura",2433253,6.5
"2010","Limnogale mergulus",2432145,77.7
"2011","Limnomys sibuanus",5219731,64.47
"2012","Liomys adspersus",2439505,63.9983333333333
"2013","Liomys irroratus",2439507,46.5
"2014","Liomys pictus",2439508,45.57
"2015","Liomys salvini",2439506,45.35
"2016","Liomys spectabilis",2439504,65
"2017","Lionycteris spurrelli",2433237,8.85
"2018","Lipotes vexillifer",2440328,88273.0533333333
"2019","Lissodelphis borealis",2440467,113000
"2020","Lissodelphis peronii",2440464,100000
"2021","Lissonycteris angolensis",7261733,68.31
"2022","Litocranius walleri",2441093,41555.5544444444
"2023","Lobodon carcinophaga",2434762,238333.33
"2024","Lobodon carcinophagus",2434762,237500
"2025","Lonchophylla bokermanni",2433226,9.74
"2026","Lonchophylla dekeyseri",2433230,7.2
"2027","Lonchophylla handleyi",2433225,14.53
"2028","Lonchophylla hesperia",2433229,8.72
"2029","Lonchophylla mordax",2433227,21.56
"2030","Lonchophylla robusta",2433224,13.72
"2031","Lonchophylla thomasi",2433228,7.09
"2032","Lonchorhina aurita",2433215,15.38
"2033","Lonchorhina fernandezi",2433213,11.59
"2034","Lonchorhina marinkellei",2433216,17.67
"2035","Lonchorhina orinocensis",2433214,9.04
"2036","Lonchothrix emiliae",2439811,138.2
"2037","Lontra canadensis",2433727,7229.14
"2038","Lontra felina",2433737,11195.36
"2039","Lontra longicaudis",2433738,7027.485
"2040","Lontra provocax",2433736,7499.98
"2041","Lophiomys imhausi",5219729,755
"2042","Lophocebus albigena",2436589,8545
"2043","Lophocebus aterrimus",4267096,6768.75
"2044","Lophocebus opdenboschi",4267094,6768.75
"2045","Lophostoma brasiliense",5706814,9.76
"2046","Lophostoma carrikeri",5706811,22.35
"2047","Lophostoma evotis",5706817,20.58
"2048","Lophostoma schulzi",5706813,18.02
"2049","Lophostoma silvicolum",5706810,32.29
"2050","Lophuromys ansorgei",4264934,53.61
"2051","Lophuromys aquilus",4264925,56.035
"2052","Lophuromys brevicaudus",4264926,56.035
"2053","Lophuromys brunneus",4264930,56.035
"2054","Lophuromys chrysopus",4264935,56.035
"2055","Lophuromys eisentrauti",4264936,53.61
"2056","Lophuromys flavopunctatus",2437668,56.035
"2057","Lophuromys melanonyx",2437676,10.2
"2058","Lophuromys nudicaudus",2437672,44.5
"2059","Lophuromys sikapusi",2437675,53.61
"2060","Lophuromys woosnami",2437674,42.14
"2061","Lophuromys zena",4264937,56.035
"2062","Lorentzimys nouhuysi",2439302,14.44
"2063","Loris lydekkerianus",7262073,249.22
"2064","Loris tardigradus",2436626,251.6368764
"2065","Loxodonta africana",2435350,4707500
"2066","Loxodonta cyclotis",2435349,4630000
"2067","Loxodontomys micropus",4265178,66.53
"2068","Lundomys molitor",4265127,238.49
"2069","Lutra longicaudis",4970000,5000
"2070","Lutra lutra",2433753,7827.33625
"2071","Lutra nippon",2433751,7809.345
"2072","Lutra sumatrana",2433752,5970.68
"2073","Lutreolina crassicaudata",2439988,544
"2074","Lutrogale perspicillata",2433686,8956.245
"2075","Lycalopex culpaeus",2434340,11104.5
"2076","Lycalopex fulvipes",2434330,3990
"2077","Lycalopex griseus",2434328,3990
"2078","Lycalopex gymnocercus",2434333,7230
"2079","Lycalopex sechurae",2434326,4058.5
"2080","Lycalopex vetulus",2434331,5397
"2081","Lycaon pictus",5219317,20766.6654166667
"2082","Lyncodon patagonicus",2433691,1000
"2083","Lynx canadensis",2435263,9960.94
"2084","Lynx lynx",2435240,22383.3333333333
"2085","Lynx pardinus",2435261,10225
"2086","Lynx rufus",2435246,9000
"2087","Macaca arctoides",2436605,9076.02890933333
"2088","Macaca assamensis",2436610,9000
"2089","Macaca cyclopis",2436615,6032.805
"2090","Macaca fascicularis",2436603,5764.77333333333
"2091","Macaca fuscata",2436608,9093.99949366667
"2092","Macaca hecki",4267156,7386
"2093","Macaca leonina",4267148,7603.39
"2094","Macaca maura",2436606,6169.79666666667
"2095","Macaca mulatta",2436604,7172.66666666667
"2096","Macaca nemestrina",2436611,7819.62003266667
"2097","Macaca nigra",2436616,7864.065
"2098","Macaca nigrescens",4267157,7662.195
"2099","Macaca ochreata",2436607,5620.15
"2100","Macaca pagensis",4267149,7151.5
"2101","Macaca radiata",2436612,6754.915
"2102","Macaca siberu",4267161,7151.5
"2103","Macaca silenus",2436617,7794.16666666667
"2104","Macaca sinica",2436613,4283.5
"2105","Macaca sylvanus",2436618,10001.5555555556
"2106","Macaca thibetana",2436609,10168.335
"2107","Macaca tonkeana",2436614,11471.3825
"2108","Macroderma gigas",5218772,133.41687225
"2109","Macrogalidia musschenbroekii",2434740,5148.86
"2110","Macroglossus minimus",5218625,16.25
"2111","Macroglossus sobrinus",5218626,21.8
"2112","Macrophyllum macrophyllum",5218752,8.02
"2113","Macropus agilis",5219975,15135.9583333333
"2114","Macropus antilopinus",5219988,39182.6333333333
"2115","Macropus bernardus",5219964,17500
"2116","Macropus dorsalis",5219980,9683.25336566667
"2117","Macropus eugenii",5219989,5367.2360445
"2118","Macropus fuliginosus",5219965,25232.3317766667
"2119","Macropus giganteus",5219981,33393.0165388889
"2120","Macropus greyi",5219961,10000
"2121","Macropus irma",5219969,8000
"2122","Macropus parma",5219984,4131.65888888889
"2123","Macropus parryi",5219962,12376.67176
"2124","Macropus robustus",5219970,28649.475
"2125","Macropus rufogriseus",2440196,15664.1104088889
"2126","Macropus rufogriseus banksianus",5219987,16200
"2127","Macropus rufogriseus rufogriseus",7194033,16200
"2128","Macropus rufus",5219963,41907.29875
"2129","Macroscelides proboscideus",2440869,39.4333333333333
